"Agricultura\Culturas Permanentes\Uva\Quantidade Produzida\2020 (t)","Agricultura\Culturas Permanentes\Tungue\Quantidade Produzida\2020","Agricultura\Culturas Permanentes\Tangerina\Quantidade Produzida\2020 (t)","Agricultura\Culturas Permanentes\Pêssego\Quantidade Produzida\2020 (t)","Agricultura\Culturas Permanentes\Pêra\Quantidade Produzida\2020","Agricultura\Culturas Permanentes\Palmito\Quantidade Produzida\2020","Agricultura\Culturas Permanentes\Noz\Quantidade Produzida\2020 (t)","Agricultura\Culturas Permanentes\Marmelo\Quantidade Produzida\2020","Agricultura\Culturas Permanentes\Maracujá\Quantidade Produzida\2020","Agricultura\Culturas Permanentes\Manga\Quantidade Produzida\2020","Agricultura\Culturas Permanentes\Mamão\Quantidade Produzida\2020","Agricultura\Culturas Permanentes\Maçã\Quantidade Produzida\2020","Agricultura\Culturas Permanentes\Limão\Quantidade Produzida\2020 (t)","Agricultura\Culturas Permanentes\Laranja\Quantidade Produzida\2020 (t)","Agricultura\Culturas Permanentes\Goiaba\Quantidade Produzida\2020 (t)","Agricultura\Culturas Permanentes\Figo\Quantidade Produzida\2020 (t)","Agricultura\Culturas Permanentes\Erva mate\Quantidade Produzida\2020","Agricultura\Culturas Permanentes\Caqui\Quantidade Produzida\2020 (t)","Agricultura\Culturas Permanentes\Banana\Quantidade Produzida\2020 (t)","Agricultura\Culturas Permanentes\Azeitona\Quantidade Produzida\2020","Agricultura\Culturas Permanentes\Abacate\Quantidade Produzida\2020 (t)"
72,"-",190,10,"-","-",20,"-","-","-","-","-",77,840,32,12,"-",24,30,"-",40
